user_id,timestamp,location,device_type,login_method,login_success
user_1,2023-07-22 11:36:00,USA,Windows,OTP,True
user_1,2023-07-25 12:11:00,Japan,Android,OTP,True
user_1,2023-07-30 07:51:00,India,iOS,OAuth,True
user_1,2023-08-04 20:54:00,USA,Linux,password,True
user_1,2023-08-05 13:02:00,India,iOS,password,True
user_1,2023-08-09 02:50:00,USA,iOS,OTP,True
user_1,2023-08-14 20:18:00,Japan,iOS,password,True
user_1,2023-08-15 11:59:00,Japan,Windows,password,True
user_1,2023-08-16 06:51:00,India,Mac,OTP,False
user_1,2023-08-17 15:45:00,Japan,iOS,password,True
user_1,2023-08-24 06:00:00,India,iOS,password,True
user_1,2023-08-29 00:38:00,India,iOS,OAuth,True
user_1,2023-09-01 15:11:00,Japan,Mac,OAuth,True
user_1,2023-09-05 05:08:00,USA,Android,password,True
user_1,2023-09-08 15:13:00,USA,Windows,password,True
user_1,2023-09-13 20:31:00,India,iOS,password,True
user_1,2023-09-14 16:41:00,India,iOS,OTP,True
user_1,2023-09-16 05:01:00,Japan,Windows,password,True
user_1,2023-09-20 10:05:00,USA,Android,OAuth,True
user_1,2023-09-23 20:51:00,India,iOS,password,True
user_1,2023-09-30 04:27:00,USA,Windows,password,True
user_1,2023-10-03 04:50:00,USA,Windows,OAuth,True
user_1,2023-10-09 12:04:00,USA,Linux,OAuth,True
user_1,2023-10-11 21:44:00,Germany,Mac,OAuth,True
user_1,2023-10-14 21:59:00,India,Linux,password,True
user_1,2023-10-15 23:21:00,India,Linux,password,True
user_1,2023-10-16 00:29:00,USA,Mac,OAuth,True
user_1,2023-10-19 00:10:00,USA,Android,OAuth,True
user_1,2023-10-23 21:07:00,India,Windows,password,True
user_1,2023-10-25 13:59:00,India,Linux,OAuth,True
user_1,2023-10-31 21:01:00,USA,Mac,password,True
user_1,2023-11-04 09:21:00,USA,Windows,OTP,True
user_1,2023-11-06 18:52:00,India,Windows,OTP,True
user_1,2023-11-13 03:55:00,Brazil,Android,OAuth,True
user_1,2023-11-14 22:17:00,Japan,Mac,password,True
user_1,2023-11-16 22:47:00,Brazil,Windows,password,True
user_1,2023-11-20 17:39:00,Germany,Android,OAuth,True
user_1,2023-11-23 13:34:00,USA,Windows,OTP,True
user_1,2023-11-24 00:18:00,Brazil,Mac,password,True
user_2,2023-01-06 05:51:00,USA,Mac,password,True
user_2,2023-01-06 12:28:00,India,Android,OTP,True
user_2,2023-01-09 16:42:00,Brazil,Linux,OTP,True
user_2,2023-01-15 11:58:00,USA,iOS,OTP,True
user_2,2023-01-15 19:40:00,USA,Linux,password,True
user_2,2023-01-22 10:22:00,Japan,Linux,password,True
user_2,2023-01-23 16:08:00,India,Linux,OAuth,True
user_2,2023-01-27 05:57:00,USA,iOS,password,True
user_2,2023-01-31 15:18:00,Brazil,Mac,OTP,True
user_2,2023-02-01 03:35:00,Germany,Windows,OAuth,True
user_2,2023-02-07 06:46:00,India,Mac,OTP,True
user_2,2023-02-12 04:42:00,USA,Linux,OAuth,True
user_2,2023-02-15 18:35:00,India,Windows,OAuth,True
user_2,2023-02-19 04:45:00,India,Android,OTP,True
user_2,2023-02-23 18:47:00,India,iOS,password,True
user_2,2023-02-25 23:20:00,USA,Android,OAuth,True
user_2,2023-02-27 23:01:00,India,Linux,OTP,True
user_2,2023-03-06 04:48:00,Brazil,Linux,OTP,True
user_2,2023-03-08 14:21:00,USA,iOS,OAuth,True
user_2,2023-03-12 06:30:00,USA,Android,OAuth,True
user_2,2023-03-14 17:01:00,India,Mac,OAuth,True
user_2,2023-03-15 16:20:00,USA,iOS,OTP,True
user_2,2023-03-16 18:00:00,Brazil,Mac,OAuth,True
user_2,2023-03-20 06:55:00,USA,Mac,password,True
user_2,2023-03-20 13:45:00,USA,Android,OAuth,True
user_2,2023-03-21 09:48:00,USA,iOS,password,True
user_2,2023-03-25 18:49:00,USA,Mac,password,True
user_2,2023-03-25 20:29:00,Brazil,Windows,OTP,True
user_2,2023-03-28 08:24:00,USA,iOS,OTP,True
user_2,2023-03-28 22:16:00,India,Windows,OTP,True
user_2,2023-03-30 10:50:00,Brazil,iOS,OAuth,True
user_2,2023-04-06 05:35:00,USA,Android,OAuth,True
user_2,2023-04-11 23:35:00,USA,iOS,OTP,True
user_2,2023-04-13 19:12:00,Germany,Android,OTP,True
user_2,2023-04-16 18:08:00,Germany,Linux,OAuth,True
user_2,2023-04-22 06:37:00,India,Linux,OTP,True
user_2,2023-04-23 03:56:00,Germany,Mac,OTP,True
user_2,2023-04-26 23:48:00,USA,iOS,password,True
user_2,2023-04-28 13:45:00,USA,Android,OAuth,True
user_2,2023-04-30 07:38:00,Germany,Windows,OTP,False
user_2,2023-05-04 23:06:00,USA,Android,OTP,False
user_2,2023-05-05 16:16:00,USA,Android,OTP,True
user_2,2023-05-12 07:55:00,Japan,Windows,OAuth,True
user_2,2023-05-16 15:57:00,USA,Linux,OTP,True
user_2,2023-05-21 02:36:00,Brazil,Android,OAuth,True
user_2,2023-05-27 07:53:00,Germany,Mac,OTP,True
user_2,2023-05-29 19:58:00,USA,Android,password,True
user_2,2023-06-03 06:19:00,USA,Android,OAuth,True
user_2,2023-06-05 03:33:00,Brazil,Mac,OAuth,True
user_2,2023-06-11 05:34:00,USA,Android,OAuth,True
user_2,2023-06-17 15:50:00,India,Windows,OAuth,True
user_2,2023-06-22 13:02:00,USA,Android,password,True
user_2,2023-06-23 02:55:00,USA,Linux,password,True
user_2,2023-06-28 07:14:00,USA,Android,OTP,True
user_2,2023-07-03 02:30:00,USA,Windows,OTP,False
user_2,2023-07-03 07:57:00,Germany,Windows,OTP,True
user_2,2023-07-05 21:20:00,India,Windows,password,True
user_2,2023-07-08 17:01:00,USA,Windows,OAuth,True
user_2,2023-07-10 10:47:00,USA,Android,OAuth,True
user_2,2023-07-11 18:11:00,India,Mac,OTP,True
user_2,2023-07-14 16:19:00,Germany,Mac,OAuth,True
user_2,2023-07-21 14:18:00,Japan,Windows,password,True
user_2,2023-07-25 03:24:00,USA,Windows,OTP,True
user_2,2023-07-31 16:47:00,India,Android,OTP,True
user_2,2023-08-02 23:06:00,USA,Mac,password,True
user_2,2023-08-06 09:37:00,Brazil,iOS,password,True
user_2,2023-08-12 20:19:00,Germany,Linux,OAuth,True
user_2,2023-08-17 17:27:00,India,Windows,OAuth,True
user_2,2023-08-21 14:47:00,USA,Android,OTP,True
user_2,2023-08-22 19:46:00,USA,Linux,OAuth,True
user_2,2023-08-28 01:28:00,Germany,Android,password,True
user_2,2023-09-03 00:06:00,Japan,Linux,OAuth,True
user_2,2023-09-09 03:13:00,Germany,Android,OTP,True
user_2,2023-09-15 21:10:00,USA,Mac,password,True
user_2,2023-09-19 01:29:00,Brazil,Mac,OTP,True
user_2,2023-09-25 13:15:00,India,Android,OTP,True
user_2,2023-09-25 21:15:00,USA,Linux,password,True
user_2,2023-10-01 10:33:00,USA,Linux,OTP,True
user_2,2023-10-04 15:04:00,Brazil,Linux,OAuth,True
user_2,2023-10-04 18:00:00,India,Mac,password,True
user_2,2023-10-07 12:04:00,Germany,Android,OAuth,True
user_2,2023-10-10 05:51:00,India,Android,OTP,True
user_2,2023-10-10 10:43:00,USA,Mac,OTP,True
user_2,2023-10-13 05:19:00,USA,iOS,OTP,True
user_2,2023-10-18 14:42:00,India,Linux,OTP,True
user_2,2023-10-24 21:09:00,USA,Android,OTP,True
user_2,2023-10-28 09:02:00,USA,Windows,OAuth,True
user_2,2023-10-30 13:47:00,USA,iOS,OAuth,True
user_2,2023-11-01 16:30:00,USA,Android,OTP,True
user_2,2023-11-08 09:39:00,Japan,iOS,OAuth,True
user_2,2023-11-11 15:05:00,Japan,Mac,OTP,True
user_2,2023-11-14 05:22:00,USA,Linux,password,True
user_2,2023-11-20 07:23:00,USA,Windows,password,True
user_2,2023-11-26 14:39:00,USA,Mac,OAuth,True
user_2,2023-12-02 04:51:00,USA,Windows,OAuth,True
user_2,2023-12-05 10:39:00,USA,Android,OTP,True
user_2,2023-12-07 13:09:00,Japan,Linux,OTP,True
user_2,2023-12-08 20:28:00,Brazil,Android,OTP,True
user_2,2023-12-09 16:51:00,India,Windows,password,True
user_2,2023-12-11 09:45:00,Brazil,Linux,password,True
user_3,2023-01-03 19:56:00,USA,Android,OAuth,True
user_3,2023-01-10 14:52:00,Germany,Mac,OAuth,True
user_3,2023-01-14 22:54:00,USA,Android,OTP,True
user_3,2023-01-21 15:46:00,Japan,Linux,OAuth,True
user_3,2023-01-22 08:22:00,India,Windows,password,True
user_3,2023-01-24 18:09:00,USA,Windows,password,True
user_3,2023-01-27 11:48:00,USA,Windows,password,True
user_3,2023-01-27 12:41:00,USA,iOS,OTP,True
user_3,2023-01-30 20:22:00,USA,Linux,OAuth,True
user_3,2023-02-03 01:44:00,Germany,Android,password,True
user_3,2023-02-05 17:38:00,Japan,iOS,OAuth,True
user_3,2023-02-07 23:49:00,USA,iOS,password,True
user_3,2023-02-09 16:40:00,Japan,Mac,password,True
user_3,2023-02-10 09:07:00,USA,Linux,OAuth,True
user_3,2023-02-16 20:42:00,Japan,Android,password,True
user_3,2023-02-22 04:51:00,India,Android,OTP,True
user_3,2023-02-27 21:40:00,India,Android,password,True
user_3,2023-03-06 17:08:00,USA,Android,OAuth,True
user_3,2023-03-10 09:18:00,India,Windows,password,True
user_3,2023-03-12 23:58:00,Japan,iOS,OAuth,True
user_3,2023-03-13 05:47:00,Japan,Linux,OAuth,True
user_3,2023-03-13 16:56:00,Germany,Mac,OTP,True
user_3,2023-03-19 14:48:00,India,Linux,password,True
user_3,2023-03-26 06:48:00,USA,Android,password,True
user_3,2023-03-31 15:18:00,USA,Linux,OTP,True
user_3,2023-04-01 20:01:00,Brazil,Linux,OTP,True
user_3,2023-04-07 11:28:00,USA,Android,OAuth,False
user_3,2023-04-07 21:39:00,USA,Linux,OTP,True
user_3,2023-04-11 14:05:00,USA,Android,OAuth,True
user_3,2023-04-11 14:33:00,India,iOS,OTP,True
user_3,2023-04-16 07:33:00,USA,iOS,OTP,True
user_3,2023-04-21 23:50:00,India,Windows,password,True
user_3,2023-04-25 00:55:00,India,Linux,OTP,True
user_3,2023-04-30 13:26:00,USA,iOS,password,True
user_3,2023-05-02 08:50:00,USA,Windows,OAuth,True
user_3,2023-05-07 00:24:00,USA,Windows,OTP,True
user_3,2023-05-08 08:38:00,India,Mac,OTP,True
user_3,2023-05-11 16:29:00,India,Linux,OTP,True
user_3,2023-05-17 04:24:00,Japan,Mac,OTP,True
user_3,2023-05-23 11:05:00,USA,Mac,OAuth,True
user_3,2023-05-29 06:02:00,Germany,Mac,password,True
user_3,2023-06-01 09:38:00,Germany,Android,OTP,False
user_3,2023-06-07 04:26:00,USA,Windows,OTP,True
user_3,2023-06-10 14:07:00,Brazil,iOS,OAuth,True
user_3,2023-06-16 03:59:00,Brazil,Android,OAuth,True
user_3,2023-06-21 16:24:00,USA,iOS,OAuth,True
user_3,2023-06-25 23:34:00,USA,Linux,password,True
user_3,2023-06-28 16:56:00,India,Mac,OTP,False
user_3,2023-06-29 05:01:00,USA,Android,OAuth,False
user_3,2023-07-03 13:17:00,USA,Mac,OTP,True
user_3,2023-07-03 23:33:00,USA,iOS,OTP,True
user_3,2023-07-05 03:07:00,Brazil,Android,password,True
user_3,2023-07-11 02:54:00,Japan,Windows,OAuth,True
user_3,2023-07-12 18:25:00,USA,Mac,password,True
user_3,2023-07-18 02:47:00,Germany,Linux,OTP,True
user_3,2023-07-22 15:29:00,India,Linux,OAuth,True
user_3,2023-07-28 17:21:00,USA,Linux,OAuth,True
user_3,2023-08-03 06:45:00,Brazil,Windows,OAuth,True
user_3,2023-08-04 01:36:00,USA,Linux,password,True
user_3,2023-08-05 02:26:00,USA,Windows,OAuth,True
user_3,2023-08-06 06:02:00,USA,Linux,password,True
user_3,2023-08-06 18:45:00,USA,Windows,OTP,False
user_3,2023-08-10 20:48:00,USA,Mac,password,True
user_3,2023-08-16 22:00:00,USA,Mac,password,True
user_3,2023-08-18 21:58:00,USA,Android,OAuth,True
user_3,2023-08-21 15:53:00,USA,iOS,password,True
user_3,2023-08-24 07:27:00,USA,Linux,OTP,True
user_3,2023-08-27 05:20:00,India,Android,OTP,True
user_3,2023-09-02 10:45:00,USA,Android,OTP,True
user_3,2023-09-09 03:21:00,USA,Android,OAuth,True
user_3,2023-09-11 23:48:00,USA,Linux,password,True
user_3,2023-09-16 09:00:00,Brazil,Windows,password,True
user_3,2023-09-20 17:18:00,India,iOS,OTP,True
user_3,2023-09-24 02:05:00,USA,Android,OTP,True
user_3,2023-09-24 04:27:00,India,Windows,OAuth,True
user_3,2023-09-29 20:15:00,Brazil,Linux,password,True
user_3,2023-10-06 18:11:00,Brazil,Mac,OAuth,True
user_3,2023-10-08 22:16:00,India,Mac,OAuth,True
user_3,2023-10-10 00:57:00,Japan,Windows,OTP,True
user_3,2023-10-15 01:29:00,USA,Linux,OAuth,True
user_3,2023-10-16 13:32:00,USA,Linux,OTP,True
user_3,2023-10-21 07:09:00,USA,Mac,OAuth,True
user_3,2023-10-25 11:13:00,India,Linux,password,True
user_3,2023-10-28 09:33:00,Japan,Android,OTP,True
user_3,2023-11-01 06:12:00,Brazil,Android,password,True
user_3,2023-11-02 20:48:00,Germany,Mac,OAuth,True
user_3,2023-11-07 09:29:00,Japan,iOS,OTP,True
user_3,2023-11-08 10:18:00,Germany,Windows,OTP,True
user_3,2023-11-14 12:59:00,USA,Linux,OAuth,True
user_3,2023-11-17 12:44:00,India,Linux,password,True
user_3,2023-11-20 04:44:00,USA,iOS,OAuth,True
user_3,2023-11-23 22:28:00,Japan,Mac,OAuth,True
user_3,2023-11-24 15:53:00,India,Android,OAuth,True
user_3,2023-11-28 02:34:00,India,Windows,password,True
user_3,2023-11-28 15:06:00,Japan,Linux,OTP,True
user_3,2023-11-29 22:58:00,USA,iOS,password,True
user_3,2023-12-04 09:15:00,USA,iOS,OTP,True
user_3,2023-12-11 01:47:00,Germany,Mac,OTP,True
user_3,2023-12-12 04:59:00,Brazil,iOS,OTP,True
user_3,2023-12-15 09:32:00,USA,Linux,password,True
user_4,2023-01-06 01:14:00,USA,Mac,OTP,True
user_4,2023-01-07 04:31:00,Japan,Linux,OAuth,True
user_4,2023-01-11 06:37:00,USA,Linux,password,True
user_4,2023-01-12 16:08:00,Japan,Android,password,True
user_4,2023-01-15 02:13:00,India,iOS,password,True
user_4,2023-01-15 16:11:00,Germany,Mac,password,False
user_4,2023-01-22 02:31:00,USA,iOS,password,True
user_4,2023-01-28 18:48:00,USA,Mac,OTP,True
user_4,2023-01-30 11:15:00,Germany,iOS,password,True
user_4,2023-02-02 15:07:00,Brazil,Mac,password,True
user_4,2023-02-08 18:47:00,USA,Mac,password,True
user_4,2023-02-09 01:59:00,USA,Linux,password,True
user_4,2023-02-15 18:56:00,USA,Mac,OTP,True
user_4,2023-02-16 09:24:00,USA,Android,OAuth,False
user_4,2023-02-17 16:36:00,Germany,Android,OTP,True
user_4,2023-02-21 19:37:00,India,Windows,OTP,True
user_4,2023-02-27 13:21:00,USA,iOS,password,True
user_4,2023-03-05 11:54:00,USA,Windows,password,True
user_4,2023-03-10 22:51:00,Brazil,Android,OAuth,True
user_4,2023-03-12 04:29:00,USA,Android,password,True
user_4,2023-03-13 02:42:00,USA,Mac,password,True
user_4,2023-03-14 13:19:00,USA,iOS,OAuth,True
user_4,2023-03-18 06:16:00,USA,iOS,OAuth,True
user_4,2023-03-21 14:57:00,USA,iOS,OTP,True
user_4,2023-03-22 18:11:00,Germany,Windows,OAuth,False
user_4,2023-03-29 00:54:00,Germany,Mac,OTP,True
user_4,2023-04-03 04:22:00,Brazil,Android,OTP,True
user_4,2023-04-08 08:22:00,USA,Windows,OTP,True
user_4,2023-04-13 05:04:00,USA,Linux,OTP,True
user_4,2023-04-14 22:54:00,India,Android,password,True
user_4,2023-04-15 23:58:00,Brazil,Windows,OTP,True
user_4,2023-04-17 02:30:00,Germany,Linux,password,True
user_4,2023-04-23 10:35:00,USA,iOS,OAuth,True
user_4,2023-04-27 04:45:00,India,Android,OTP,True
user_4,2023-05-02 00:24:00,Brazil,Windows,OTP,True
user_4,2023-05-08 20:31:00,USA,Windows,OAuth,True
user_4,2023-05-14 15:14:00,USA,Android,password,True
user_4,2023-05-15 20:57:00,USA,iOS,OTP,True
user_4,2023-05-17 04:29:00,Germany,iOS,password,True
user_4,2023-05-22 01:49:00,Brazil,iOS,OAuth,True
user_4,2023-05-28 10:00:00,USA,Linux,password,True
user_4,2023-05-30 11:25:00,USA,Linux,OTP,True
user_4,2023-06-03 11:26:00,USA,Mac,OAuth,True
user_4,2023-06-08 01:02:00,USA,Windows,password,True
user_4,2023-06-14 02:03:00,USA,Android,OTP,True
user_4,2023-06-17 23:18:00,USA,Linux,OAuth,True
user_4,2023-06-21 16:02:00,Germany,iOS,OAuth,True
user_4,2023-06-22 15:23:00,Brazil,Mac,password,True
user_4,2023-06-23 05:08:00,India,Linux,OTP,True
user_4,2023-06-28 01:05:00,USA,Android,OTP,True
user_4,2023-07-01 03:50:00,USA,iOS,password,True
user_4,2023-07-05 02:15:00,USA,Linux,OAuth,True
user_4,2023-07-11 20:22:00,USA,Linux,password,True
user_4,2023-07-14 08:44:00,USA,iOS,password,True
user_4,2023-07-14 10:59:00,USA,Mac,password,True
user_4,2023-07-17 08:55:00,USA,Windows,password,True
user_4,2023-07-23 00:54:00,Germany,Mac,password,True
user_4,2023-07-27 08:53:00,India,Mac,OAuth,True
user_4,2023-08-02 17:37:00,Brazil,Linux,password,True
user_4,2023-08-07 06:12:00,Brazil,Windows,OTP,True
user_4,2023-08-07 11:29:00,USA,Windows,OTP,True
user_4,2023-08-14 00:52:00,USA,Android,OAuth,True
user_4,2023-08-18 19:05:00,USA,Android,password,True
user_4,2023-08-22 11:56:00,USA,iOS,OTP,True
user_4,2023-08-26 14:54:00,USA,Windows,password,True
user_4,2023-08-31 14:02:00,India,iOS,password,True
user_4,2023-09-05 02:16:00,Brazil,Linux,password,False
user_4,2023-09-08 21:22:00,Germany,Windows,OAuth,True
user_4,2023-09-10 04:40:00,India,Mac,OTP,True
user_4,2023-09-14 04:42:00,Germany,Mac,password,True
user_4,2023-09-15 08:56:00,USA,Mac,password,True
user_4,2023-09-22 05:35:00,USA,Windows,password,True
user_4,2023-09-27 20:40:00,USA,iOS,OAuth,True
user_4,2023-10-02 23:24:00,India,iOS,OAuth,True
user_4,2023-10-06 15:49:00,Brazil,Linux,password,True
user_4,2023-10-11 16:04:00,USA,Android,OAuth,True
user_4,2023-10-15 02:55:00,Germany,iOS,password,True
user_4,2023-10-19 03:11:00,India,Linux,OTP,True
user_4,2023-10-24 06:45:00,USA,Linux,OTP,True
user_4,2023-10-25 03:52:00,India,Windows,OAuth,True
user_4,2023-10-31 22:15:00,India,Android,OAuth,True
user_4,2023-11-07 05:46:00,Japan,Windows,OTP,True
user_4,2023-11-13 18:02:00,India,Linux,OAuth,True
user_4,2023-11-19 04:04:00,India,Windows,OTP,True
user_4,2023-11-20 08:29:00,Brazil,Linux,OAuth,True
user_4,2023-11-21 07:40:00,India,Mac,password,True
user_4,2023-11-24 03:29:00,Germany,Android,OAuth,True
user_4,2023-11-30 02:23:00,India,Linux,OTP,True
user_4,2023-12-03 07:47:00,USA,Linux,OAuth,True
user_4,2023-12-10 03:12:00,USA,Linux,password,True
user_4,2023-12-13 21:23:00,USA,Android,OTP,False
user_4,2023-12-16 18:21:00,Germany,iOS,password,True
user_4,2023-12-20 13:32:00,USA,Mac,OTP,True
user_4,2023-12-24 02:24:00,Japan,Android,password,True
user_4,2023-12-30 21:03:00,Germany,Windows,OTP,True
user_4,2024-01-06 05:50:00,USA,Linux,password,True
user_4,2024-01-12 05:44:00,USA,Android,OAuth,True
user_4,2024-01-16 08:42:00,USA,Linux,password,True
user_4,2024-01-18 19:21:00,USA,Android,password,True
user_4,2024-01-21 09:22:00,Japan,Mac,password,True
user_5,2023-01-04 08:56:00,Brazil,Windows,OAuth,True
user_5,2023-01-10 12:29:00,Brazil,iOS,password,True
user_5,2023-01-14 08:36:00,Brazil,iOS,password,True
user_5,2023-01-21 03:51:00,USA,Mac,password,True
user_5,2023-01-23 01:13:00,Germany,Windows,OTP,True
user_5,2023-01-27 04:51:00,India,Mac,OTP,True
user_5,2023-01-30 10:49:00,Germany,Android,password,True
user_5,2023-02-05 12:48:00,USA,Android,password,True
user_5,2023-02-09 17:24:00,India,iOS,OTP,True
user_5,2023-02-14 23:38:00,Germany,Android,OAuth,True
user_5,2023-02-20 23:49:00,USA,Mac,password,True
user_5,2023-02-27 21:05:00,USA,Linux,password,False
user_5,2023-03-05 08:28:00,Brazil,iOS,password,False
user_5,2023-03-11 05:30:00,Brazil,Linux,password,True
user_5,2023-03-13 01:26:00,USA,iOS,password,True
user_5,2023-03-18 01:03:00,USA,Mac,OTP,True
user_5,2023-03-22 00:40:00,Japan,Android,password,True
user_5,2023-03-26 13:05:00,India,Mac,OTP,True
user_5,2023-03-27 11:32:00,USA,Windows,OTP,True
user_5,2023-03-28 14:45:00,Brazil,Linux,password,True
user_5,2023-03-30 04:29:00,USA,Android,OAuth,True
user_5,2023-03-31 18:32:00,Germany,Android,OTP,True
user_5,2023-03-31 20:08:00,Japan,Windows,OTP,True
user_5,2023-04-03 07:11:00,Brazil,iOS,OAuth,True
user_5,2023-04-10 05:36:00,India,Windows,OTP,True
user_5,2023-04-12 22:39:00,USA,Windows,password,True
user_5,2023-04-17 17:27:00,India,iOS,OTP,True
user_5,2023-04-18 10:46:00,USA,Android,OAuth,True
user_5,2023-04-24 13:18:00,USA,iOS,OAuth,True
user_5,2023-04-27 07:31:00,Germany,Linux,OTP,True
user_5,2023-04-27 08:06:00,India,Mac,OAuth,True
user_5,2023-05-02 02:01:00,USA,Windows,OAuth,True
user_5,2023-05-06 04:39:00,USA,iOS,OAuth,True
user_5,2023-05-11 23:21:00,Germany,iOS,OAuth,True
user_5,2023-05-12 05:04:00,USA,Android,password,True
user_5,2023-05-16 14:52:00,Japan,Linux,OAuth,True
user_5,2023-05-16 19:28:00,USA,Windows,OTP,True
user_5,2023-05-19 13:28:00,Germany,Windows,OAuth,True
user_5,2023-05-23 08:25:00,USA,Linux,OAuth,True
user_5,2023-05-27 05:01:00,Brazil,Mac,OAuth,True
user_5,2023-06-01 12:03:00,Japan,Android,OAuth,True
user_5,2023-06-03 13:59:00,Brazil,Windows,OAuth,False
user_5,2023-06-08 19:07:00,USA,Mac,password,True
user_5,2023-06-11 01:45:00,Brazil,Linux,OTP,True
user_5,2023-06-16 22:39:00,USA,iOS,OTP,True
user_5,2023-06-19 19:59:00,USA,Mac,OTP,True
user_5,2023-06-23 21:37:00,Brazil,Windows,OAuth,False
user_5,2023-06-27 16:25:00,USA,Linux,OTP,True
user_5,2023-07-02 05:48:00,Germany,Android,OTP,True
user_5,2023-07-04 08:58:00,USA,Android,OTP,True
user_5,2023-07-10 06:55:00,USA,Windows,OAuth,True
user_5,2023-07-15 03:00:00,USA,iOS,password,True
user_5,2023-07-21 08:07:00,USA,Windows,password,True
user_5,2023-07-25 01:49:00,India,Linux,OTP,True
user_5,2023-07-31 22:32:00,Germany,Mac,OAuth,True
user_5,2023-08-05 23:54:00,USA,Windows,OAuth,True
user_5,2023-08-10 00:20:00,India,Android,OTP,True
user_5,2023-08-10 16:09:00,USA,Android,OTP,True
user_5,2023-08-16 12:25:00,Brazil,Mac,password,True
user_5,2023-08-18 03:34:00,Brazil,Android,password,True
user_5,2023-08-19 14:12:00,USA,Linux,OTP,True
user_5,2023-08-23 22:54:00,Japan,Windows,OAuth,True
user_5,2023-08-25 16:57:00,India,Linux,OTP,True
user_5,2023-08-30 18:20:00,Germany,iOS,password,True
user_5,2023-09-05 19:04:00,USA,Linux,OAuth,False
user_5,2023-09-08 23:20:00,USA,Windows,password,True
user_5,2023-09-11 02:18:00,USA,Android,OAuth,True
user_5,2023-09-12 10:37:00,USA,Linux,OAuth,True
user_5,2023-09-17 12:38:00,USA,iOS,OTP,True
user_5,2023-09-23 02:55:00,USA,Mac,password,False
